公司代號,公司名稱,日期,季底月均價,日期_西元,year_quarter
1312A,國喬石化        (特 別)GPPC preferred,106/02/13,26.95,2017-02-13,2017Q1
1313,聯成UPC,106/02/06,13.42,2017-02-06,2017Q1
1314,中石化CPDC,106/02/06,12.14,2017-02-06,2017Q1
1315,達新工業TAHHSIN,106/02/07,26.08,2017-02-07,2017Q1
1319,東陽TYG,105/10/04,57.11,2016-10-04,2016Q4
1321,大洋OPC,106/02/06,26.62,2017-02-06,2017Q1
1323,永裕YONYU,105/11/10,33.99,2016-11-10,2016Q4
1324,地球Globe,105/11/15,13.17,2016-11-15,2016Q4
1325,恒大UK,106/02/13,21.72,2017-02-13,2017Q1
1326,台灣化纖FCFC,105/12/01,94.09,2016-12-01,2016Q4
1337,再生-KYAsia Plastic,105/04/15,16.55,2016-04-15,2016Q2
1339,昭輝Y.C.C.,105/04/15,41.98,2016-04-15,2016Q2
1340,勝悅-KYVICTORY,105/05/03,57.25,2016-05-03,2016Q2
1715,萬洲化學ACHEM,105/04/01,11.25,2016-04-01,2016Q2
4306,炎洲YEMCHIO,106/03/17,13.82,2017-03-17,2017Q1
1402,遠東新FENC,106/02/22,26.92,2017-02-22,2017Q1
1409,新光合纖SSFC,106/02/02,10.08,2017-02-02,2017Q1
1410,南洋染整NYDF,106/02/06,26.11,2017-02-06,2017Q1
1413,宏洲纖維H.C.,105/04/11,5.91,2016-04-11,2016Q2
1414,東和紡織TUNG HO,106/02/18,6.6,2017-02-18,2017Q1
1416,廣豐實業KFIC,106/03/31,28.5,2017-03-31,2017Q1
1417,嘉裕Carnival,106/02/22,5.64,2017-02-22,2017Q1
1419,新光紡織SHINKO.SPIN.,105/07/18,40.01,2016-07-18,2016Q3
1423,利華羊毛Reward Wool,106/02/23,7.45,2017-02-23,2017Q1
1432,大魯閣TAROKO,105/04/08,15.5,2016-04-08,2016Q2
1434,福懋Formosa Taffeta,106/03/30,31.79,2017-03-30,2017Q1
1439,中和羊毛Chuwa Wool,106/02/16,24.09,2017-02-16,2017Q1
1440,台南紡織Tainan Spinning,106/03/23,15.0,2017-03-23,2017Q1
1441,大東紡織Tah Tong,105/07/05,7.16,2016-07-05,2016Q3
1443,立益紡織LILYTEXTILE,106/02/15,6.14,2017-02-15,2017Q1
1444,力麗LEALEA,105/04/01,8.43,2016-04-01,2016Q2
1445,大宇紡織Universal,105/07/07,9.25,2016-07-07,2016Q3
1446,宏和紡織Hong Ho,106/03/31,21.27,2017-03-31,2017Q1
1447,力鵬LP,106/02/15,8.59,2017-02-15,2017Q1
1449,佳和實業CHIA HER,106/02/03,5.41,2017-02-03,2017Q1
1451,年興紡織NIEN HSING,106/03/20,27.04,2017-03-20,2017Q1
1452,宏益纖維HONG YI,105/08/22,21.83,2016-08-22,2016Q3
1453,大將TA JIANG,105/04/01,7.96,2016-04-01,2016Q2
1454,臺灣富綢TTF,105/07/07,8.7,2016-07-07,2016Q3
1455,集盛ZIG SHENG,106/02/18,11.25,2017-02-18,2017Q1
1456,怡華I-HWA,106/02/03,12.56,2017-02-03,2017Q1
1457,宜進YI JINN,106/03/07,12.01,2017-03-07,2017Q1
1459,聯發紡織Lan Fa Textile,105/04/01,8.91,2016-04-01,2016Q2
1460,宏遠Everest Textile,105/12/02,16.97,2016-12-02,2016Q4
1463,強盛染整CS,106/03/23,23.9,2017-03-23,2017Q1
1464,得力DE LICACY,105/04/11,27.87,2016-04-11,2016Q2
1465,偉全WISHER,105/04/01,12.96,2016-04-01,2016Q2
1466,聚隆纖維Acelon,105/12/15,12.69,2016-12-15,2016Q4
1467,南緯TEX-RAY,105/07/01,11.24,2016-07-01,2016Q3
1468,昶和纖維CHANG HO,105/09/23,10.5,2016-09-23,2016Q3
1469,理隆纖維Lilontex,105/07/05,13.71,2016-07-05,2016Q3
1470,大統染EVERTEX,105/08/17,19.15,2016-08-17,2016Q3
1472,三洋紡織Tri Ocean,105/08/09,11.08,2016-08-09,2016Q3
1473,台南企業Tainan,105/04/26,28.3,2016-04-26,2016Q2
1474,弘裕HONMYUE,105/10/20,11.49,2016-10-20,2016Q4
1475,本盟光電SUMAGH,105/08/24,10.08,2016-08-24,2016Q3
1476,儒鴻企業ECLAT,105/04/01,309.26,2016-04-01,2016Q2
1477,聚陽Makalot,105/04/07,126.87,2016-04-07,2016Q2
4414,如興ROO HSING,105/04/06,20.73,2016-04-06,2016Q2
4426,利勤實業LI CHENG,105/08/19,87.32,2016-08-19,2016Q3
4438,廣越QVE,105/10/19,164.2,2016-10-19,2016Q4
1503,士林電機SEEC,106/02/15,40.87,2017-02-15,2017Q1
1504,東元電機TECO,106/03/29,30.01,2017-03-29,2017Q1
1506,正道R.W.,106/03/23,20.1,2017-03-23,2017Q1
1507,永大機電YUNGTAY,106/03/29,50.87,2017-03-29,2017Q1
1512,瑞利JL,106/03/24,7.67,2017-03-24,2017Q1
1513,中興電工CHEM,106/02/10,20.54,2017-02-10,2017Q1
1514,亞力電機AEC,105/09/10,10.37,2016-09-10,2016Q3
1515,力山工業REXON,106/03/31,17.32,2017-03-31,2017Q1
1517,利奇機械Lee Chi,106/03/21,11.46,2017-03-21,2017Q1
1519,華城電機FE,105/10/06,17.23,2016-10-06,2016Q4
1521,大億DAIOKU,105/08/31,80.79,2016-08-31,2016Q3
1522,堤維西TYC,105/09/09,35.08,2016-09-09,2016Q3
1524,耿鼎GORDON,106/03/27,13.09,2017-03-27,2017Q1
1525,江申KSC,105/09/07,111.21,2016-09-07,2016Q3
1526,日馳SUNRACE,105/08/18,15.49,2016-08-18,2016Q3
1527,鑽全BASSO,105/08/30,94.3,2016-08-30,2016Q3
1528,恩德科技Anderson,105/10/19,10.69,2016-10-19,2016Q4
1530,亞崴電機Awea,106/03/14,34.96,2017-03-14,2017Q1
1531,高林股Kaulin,106/03/31,18.39,2017-03-31,2017Q1
1532,勤美CMP,105/07/04,32.18,2016-07-04,2016Q3
1533,車王電MORE,105/04/07,43.25,2016-04-07,2016Q2
1535,中宇CEC,105/04/01,47.32,2016-04-01,2016Q2
1536,和大HOTA,105/04/25,132.79,2016-04-25,2016Q2
1537,廣隆光電KUNG LONG,105/08/08,159.36,2016-08-08,2016Q3
1538,正峰新JF,105/09/29,6.51,2016-09-29,2016Q3
1539,巨庭機械GEETECH,105/07/06,27.1,2016-07-06,2016Q3
1540,喬福機械JOHNFORD,105/04/01,15.24,2016-04-01,2016Q2
1541,錩泰Chang Type,106/03/16,64.54,2017-03-16,2017Q1
1558,伸興ZENG HSING,105/10/04,155.02,2016-10-04,2016Q4
1560,中砂KINIK,106/02/22,75.81,2017-02-22,2017Q1
1568,倉佑T.Y.,105/10/03,31.78,2016-10-03,2016Q4
1583,程泰GOODWAY,106/03/15,75.48,2017-03-15,2017Q1
1589,永冠-KYYGG,105/04/01,115.82,2016-04-01,2016Q2
1590,亞德客-KYAIRTAC,106/02/15,295.25,2017-02-15,2017Q1
1592,英瑞-KYEnterex,105/09/09,53.35,2016-09-09,2016Q3
2049,上銀科技HIWIN,106/03/10,200.8,2017-03-10,2017Q1
2228,劍麟IRF,105/08/05,182.19,2016-08-05,2016Q3
2231,為升CUB,105/04/22,256.42,2016-04-22,2016Q2
2236,百達-KYPatec,105/09/07,54.41,2016-09-07,2016Q3
2371,大同Tatung,106/02/09,13.38,2017-02-09,2017Q1
3167,大量科技TA LIANG,106/03/27,34.69,2017-03-27,2017Q1
4526,東台TOPPER,105/04/18,22.18,2016-04-18,2016Q2
4532,瑞智RECHI,105/09/21,34.18,2016-09-21,2016Q3
4551,智伸科技GLOBAL PMX,105/10/07,136.36,2016-10-07,2016Q4
4552,力達-KYLida,105/08/18,117.02,2016-08-18,2016Q3
4555,台灣氣立CHELIC,105/04/26,60.37,2016-04-26,2016Q2
4557,永新-KYYusin,106/03/29,90.64,2017-03-29,2017Q1
5288,豐祥-KYEurocharm,105/06/17,84.73,2016-06-17,2016Q2
6605,帝寶DEPO,105/08/05,82.72,2016-08-05,2016Q3
8222,寶一科技Aero Win,105/06/04,28.87,2016-06-04,2016Q2
8374,羅昇ACE PILLAR,106/02/20,19.24,2017-02-20,2017Q1
8996,高力KAORI,105/05/26,54.36,2016-05-26,2016Q2
1603,中華電纜CWCO,106/02/18,27.39,2017-02-18,2017Q1
1604,聲寶Sampo,105/10/24,18.96,2016-10-24,2016Q4
1605,華新麗華WALSIN,106/03/08,14.28,2017-03-08,2017Q1
1608,華榮HE,106/02/22,9.41,2017-02-22,2017Q1
1609,大亞電纜TA YA,106/02/15,6.92,2017-02-15,2017Q1
1611,中國電器CE,105/04/18,8.5,2016-04-18,2016Q2
1612,宏泰電工Hong Tai,106/03/13,10.78,2017-03-13,2017Q1
1614,三洋電機SANYO,106/02/17,26.02,2017-02-17,2017Q1
1615,大山電纜Dah San,106/02/15,11.67,2017-02-15,2017Q1
1616,億泰電纜Evertop,106/02/15,6.81,2017-02-15,2017Q1
1617,榮星電線JSW,106/02/22,8.51,2017-02-22,2017Q1
1618,合機電纜Hold-Key,106/02/15,8.82,2017-02-15,2017Q1
1626,艾美特-KYAIRMATE,105/06/04,28.76,2016-06-04,2016Q2
4930,燦星網Star Comgistic,106/02/08,14.75,2017-02-08,2017Q1
1802,臺灣玻璃Taiwan Glass,106/03/17,17.26,2017-03-17,2017Q1
1806,冠軍CHAMPION,106/03/24,8.35,2017-03-24,2017Q1
1809,中國製釉China Glaze,105/10/24,13.02,2016-10-24,2016Q4
1810,和成欣業HCG,106/02/22,10.05,2017-02-22,2017Q1
1817,凱撒衛浴SANITAR,105/09/21,38.21,2016-09-21,2016Q3
1902,台灣紙業TPPC,106/01/24,13.6,2017-01-24,2017Q1
1903,士林紙業Shihlin Paper,106/02/15,36.23,2017-02-15,2017Q1
1904,正隆Cheng Loong,106/03/07,16.35,2017-03-07,2017Q1
1905,中華紙漿CHP,106/03/07,11.97,2017-03-07,2017Q1
1906,寶隆P.L,106/03/03,28.57,2017-03-03,2017Q1
1907,永豐餘YFY,106/03/07,11.86,2017-03-07,2017Q1
1909,榮成紙業LCP,106/03/03,30.03,2017-03-03,2017Q1
2002,中國鋼鐵        (普 通)China Steel common,106/02/15,25.58,2017-02-15,2017Q1
2002A,中國鋼鐵        (特 別)China Steel preferred,106/03/08,42.71,2017-03-08,2017Q1
2006,東和鋼鐵Tung Ho Steel,106/03/20,24.01,2017-03-20,2017Q1
2007,燁興YH,106/02/16,5.97,2017-02-16,2017Q1
2008,高興昌KHC,105/12/07,11.11,2016-12-07,2016Q4
2009,第一伸銅FCC,106/03/02,11.15,2017-03-02,2017Q1
2010,春源鋼鐵Chun Yuan Steel,106/03/17,12.7,2017-03-17,2017Q1
2012,春雨工廠Chun Yu,105/07/11,13.89,2016-07-11,2016Q3
2013,中鋼構CSSC,105/04/18,22.21,2016-04-18,2016Q2
2015,豐興鋼鐵FH,106/03/21,51.59,2017-03-21,2017Q1
2017,官田鋼Quintain Steel,106/03/02,10.35,2017-03-02,2017Q1
2020,美亞MAYER PIPE,105/11/18,14.57,2016-11-18,2016Q4
2022,聚亨TYCOONS,106/03/07,6.66,2017-03-07,2017Q1
2023,燁輝YP,106/03/07,14.33,2017-03-07,2017Q1
2024,志聯工業CHIH LIEN,106/03/24,9.63,2017-03-24,2017Q1
2027,大成鋼TC,105/11/28,18.01,2016-11-28,2016Q4
2029,盛餘Sheng Yu Steel,106/02/16,41.05,2017-02-16,2017Q1
2030,彰源FROCH,106/03/20,12.26,2017-03-20,2017Q1
2031,新光鋼鐵Hsin Kuang Steel,106/02/16,23.44,2017-02-16,2017Q1
2032,新鋼工業Sinkang,105/04/18,10.96,2016-04-18,2016Q2
2033,佳大世界Chia Ta,106/03/06,9.51,2017-03-06,2017Q1
2034,允強YC,105/12/15,26.13,2016-12-15,2016Q4
2038,海光企業HAIKWANG,106/03/07,8.42,2017-03-07,2017Q1
2069,運錩鋼鐵YC,106/03/17,29.56,2017-03-17,2017Q1
3004,豐達科技NAFCO,105/04/18,51.3,2016-04-18,2016Q2
5007,三星科技SAN SHING,105/04/01,53.17,2016-04-01,2016Q2
5538,東明-KYTONG MING,106/03/31,29.34,2017-03-31,2017Q1
9958,世紀鋼CIAS,105/04/14,9.81,2016-04-14,2016Q2
2101,南港輪胎Nan Kang Rubber Tire,105/04/01,30.22,2016-04-01,2016Q2
2102,泰豐輪胎FEDERAL CORP,106/02/06,15.21,2017-02-06,2017Q1
2103,台橡TSRC,106/01/17,35.58,2017-01-17,2017Q1
2104,中國橡膠China Synthetic Rubber,106/02/18,29.89,2017-02-18,2017Q1
2105,正新橡膠CST,105/08/10,64.57,2016-08-10,2016Q3
2106,建大工業Kenda Rubber Ind.,105/04/21,50.05,2016-04-21,2016Q2
2107,厚生Formosan Rubber Group,106/02/08,17.4,2017-02-08,2017Q1
2108,南帝化工Nantex,105/04/19,25.16,2016-04-19,2016Q2
2109,華豐橡膠Hwa Fong,105/07/25,11.08,2016-07-25,2016Q3
2114,鑫永銓HYC,105/06/30,77.39,2016-06-30,2016Q2
2115,六暉-KYLU HAI,105/09/20,56.36,2016-09-20,2016Q3
1338,廣華-KYHiroca,105/04/21,98.36,2016-04-21,2016Q2
2201,裕隆汽車Yulon Motor,105/04/01,28.29,2016-04-01,2016Q2
2204,中華汽車China-Motor,106/02/16,28.43,2017-02-16,2017Q1
2206,三陽工業Sanyang Industry,105/08/12,21.4,2016-08-12,2016Q3
2207,和泰汽車Hotai Motor,105/09/07,350.46,2016-09-07,2016Q3
2227,裕日車YNM,105/08/24,207.39,2016-08-24,2016Q3
2239,英利-KYCayman Engley,105/08/18,170.43,2016-08-18,2016Q3
3346,麗清Laster Tech,106/03/29,110.36,2017-03-29,2017Q1
1436,華友聯HUA YU LIEN,105/08/08,38.39,2016-08-08,2016Q3
1438,裕豐Yu Foung,106/02/03,4.94,2017-02-03,2017Q1
1442,名軒ADVANCETEK,105/08/30,19.39,2016-08-30,2016Q3
1805,寶徠建設KPT,106/03/28,9.17,2017-03-28,2017Q1
1808,潤隆RUN LONG,106/03/23,45.68,2017-03-23,2017Q1
2501,國建Cathay Const.,106/03/24,21.53,2017-03-24,2017Q1
2504,國產GBM,105/04/01,8.59,2016-04-01,2016Q2
2505,國揚Ky,106/02/07,13.12,2017-02-07,2017Q1
2506,太設PCC,105/04/18,12.35,2016-04-18,2016Q2
2509,全坤建CHAINQUI,105/04/14,17.96,2016-04-14,2016Q2
2511,太子PHD,105/04/08,11.62,2016-04-08,2016Q2
2515,中工BES,106/02/06,6.72,2017-02-06,2017Q1
2516,新建New Asia,106/03/20,8.12,2017-03-20,2017Q1
2520,冠德Kindom,106/02/15,22.91,2017-02-15,2017Q1
2524,京城KTC,106/03/29,23.79,2017-03-29,2017Q1
2527,宏璟Hung Ching,106/01/23,21.47,2017-01-23,2017Q1
2528,皇普CROWELL,106/03/24,8.8,2017-03-24,2017Q1
2530,華建Delpha Construction,106/03/20,16.57,2017-03-20,2017Q1
2534,宏盛HSC,106/02/09,19.18,2017-02-09,2017Q1
2535,達欣工DA CIN,106/03/24,20.29,2017-03-24,2017Q1
2536,宏普Hung Poo,105/08/15,25.39,2016-08-15,2016Q3
2537,聯上開發WE &WIN,105/08/29,10.52,2016-08-29,2016Q3
2538,基泰Kee Tai,105/04/08,11.62,2016-04-08,2016Q2
2539,櫻花建SAKURAD,105/04/08,28.08,2016-04-08,2016Q2
2540,愛山林I- Sunny,105/04/01,25.26,2016-04-01,2016Q2
2542,興富發Highwealth,106/03/24,51.91,2017-03-24,2017Q1
2543,皇昌Hwang Chang,105/06/28,9.13,2016-06-28,2016Q2
2545,皇翔Huang Hsiang,106/03/24,44.6,2017-03-24,2017Q1
2546,根基Kedge,106/03/24,19.39,2017-03-24,2017Q1
2547,日勝生Radium,106/03/31,10.65,2017-03-31,2017Q1
2548,華固HUAKU,106/03/23,68.27,2017-03-23,2017Q1
2597,潤弘精密REC,105/06/23,42.29,2016-06-23,2016Q2
2841,台開TDC,106/02/09,11.03,2017-02-09,2017Q1
2923,鼎固-KYSino Horizon,105/09/21,20.92,2016-09-21,2016Q3
3052,夆典APEX,105/04/15,8.69,2016-04-15,2016Q2
3056,總太地產ZongTai,106/03/23,21.55,2017-03-23,2017Q1
3266,昇陽SUNTY,105/07/20,11.69,2016-07-20,2016Q3
3703,欣陸CONTINENTAL,105/04/01,11.05,2016-04-01,2016Q2
5515,建國CHIEN KUO,106/03/08,9.24,2017-03-08,2017Q1
5519,隆大LD,105/04/19,11.93,2016-04-19,2016Q2
5521,工信KSECO,106/03/31,12.98,2017-03-31,2017Q1
5522,遠雄建設Farglory,106/03/28,40.27,2017-03-28,2017Q1
5525,順天SWEETEN,105/08/25,14.41,2016-08-25,2016Q3
5531,鄉林建設SHINING,105/04/01,11.42,2016-04-01,2016Q2
5533,皇鼎建設FOUNDING,105/04/29,15.86,2016-04-29,2016Q2
5534,長虹CHONG HONG,106/02/08,71.48,2017-02-08,2017Q1
6177,"達麗DA-LI CO., LTD.",106/03/23,23.85,2017-03-23,2017Q1
9906,欣巴巴HSIN BA BA,105/06/28,20.57,2016-06-28,2016Q2
9946,三發地產SanFar,105/04/15,12.15,2016-04-15,2016Q2
2208,台船公司CSBC,105/04/06,14.89,2016-04-06,2016Q2
2603,長榮EMC,106/03/02,14.68,2017-03-02,2017Q1
2605,新興SNC,106/02/24,25.06,2017-02-24,2017Q1
2606,裕民U-Ming,106/03/08,32.7,2017-03-08,2017Q1
2607,榮運EITC,106/02/02,14.73,2017-02-02,2017Q1
2608,嘉里大榮Kerry TJ,105/11/17,43.56,2016-11-17,2016Q4
2609,陽明YMTC,105/04/27,7.21,2016-04-27,2016Q2
2610,華航CAL,105/04/01,10.37,2016-04-01,2016Q2
2611,志信TSI,106/02/07,7.29,2017-02-07,2017Q1
2612,中航CMT,106/02/22,32.57,2017-02-22,2017Q1
2613,中櫃CCTC,105/11/21,14.02,2016-11-21,2016Q4
2615,萬海WANHAI,106/03/01,18.44,2017-03-01,2017Q1
2617,台航TAIWANLINE,105/04/18,13.79,2016-04-18,2016Q2
2618,長榮航EVAAIR,105/04/11,16.14,2016-04-11,2016Q2
2633,台灣高鐵THSRC,105/10/27,21.08,2016-10-27,2016Q4
2634,漢翔AIDC,105/06/04,38.52,2016-06-04,2016Q2
2636,台驊控股T3EX,106/03/01,21.53,2017-03-01,2017Q1
2637,慧洋-KYWISDOM,105/04/19,33.22,2016-04-19,2016Q2
2642,宅配通Pelican,105/08/03,25.06,2016-08-03,2016Q3
5607,遠雄港Farglory FTZ,106/02/24,15.18,2017-02-24,2017Q1
5608,四維航S. W.,105/04/14,10.97,2016-04-14,2016Q2
2701,萬企WANHWA,105/08/16,14.03,2016-08-16,2016Q3
2702,華園HG,105/08/18,16.11,2016-08-18,2016Q3
2704,國賓AMBH,105/05/30,23.58,2016-05-30,2016Q2
2705,六福LEOFOO,105/04/01,8.57,2016-04-01,2016Q2
2706,第一店First Hotel,105/04/07,17.33,2016-04-07,2016Q2
2707,晶華酒店GFRT,105/05/04,161.7,2016-05-04,2016Q2
2712,遠雄來FGH,105/07/05,25.53,2016-07-05,2016Q3
2722,夏都Chateau,105/04/22,40.21,2016-04-22,2016Q2
2723,美食-KYGourmet,105/08/10,302.21,2016-08-10,2016Q3
2727,王品WOWPRIME,106/02/09,141.2,2017-02-09,2017Q1
2731,雄獅旅遊Liontravel,105/04/01,91.12,2016-04-01,2016Q2
2739,寒舍My Humble House,105/05/19,35.62,2016-05-19,2016Q2
2748,雲品FDC,106/03/23,55.45,2017-03-23,2017Q1
5706,鳳凰旅遊PHX TOUR,105/04/06,37.53,2016-04-06,2016Q2
8940,新天地New Palace,105/06/06,14.59,2016-06-06,2016Q2
9943,好樂迪Holiday,105/04/01,53.28,2016-04-01,2016Q2
2801,彰銀C.H.B,106/02/18,18.33,2017-02-18,2017Q1
2809,京城銀KTB,106/03/17,29.69,2017-03-17,2017Q1
2812,台中商銀TCCB,106/03/31,9.66,2017-03-31,2017Q1
2816,旺旺保險UNION INS.,106/02/07,15.59,2017-02-07,2017Q1
2820,華票CBF,106/03/23,13.91,2017-03-23,2017Q1
2823,中國人壽CHINA LIFE,105/12/02,30.73,2016-12-02,2016Q4
2832,台灣產物TFMI,105/04/01,19.21,2016-04-01,2016Q2
2834,台灣企銀TBB,105/04/18,8.48,2016-04-18,2016Q2
2836,高雄銀行B.O.K,106/03/21,9.85,2017-03-21,2017Q1
2838,聯邦銀行UBOT,106/03/17,9.27,2017-03-17,2017Q1
2845,遠東商銀FEIB,105/08/17,9.48,2016-08-17,2016Q3
2849,安泰商銀ETB,105/12/30,13.68,2016-12-30,2016Q4
2850,新光產險SK Insurance,105/12/15,26.13,2016-12-15,2016Q4
2851,中再保C.R.C.,105/11/28,15.05,2016-11-28,2016Q4
2852,第一保First Ins.,105/11/28,13.9,2016-11-28,2016Q4
2855,統一證券PSC,105/04/01,13.38,2016-04-01,2016Q2
2856,元富證券ML,106/02/16,8.92,2017-02-16,2017Q1
2867,三商壽Mercuries Life,105/12/15,16.77,2016-12-15,2016Q4
2880,華南金HNFHC,105/08/10,16.89,2016-08-10,2016Q3
2881,富邦金          (普 通)Fubon Financial common,105/12/15,51.16,2016-12-15,2016Q4
2881A,富邦金          (特 別)Fubon Financial preferred,106/03/03,63.57,2017-03-03,2017Q1
2882,國泰金          (普 通)Cathay Holdings common,106/03/15,49.84,2017-03-15,2017Q1
2882A,國泰金          (特 別)Cathay Holdings preferred,106/03/06,62.33,2017-03-06,2017Q1
2883,開發金CDIBH,105/04/27,8.22,2016-04-27,2016Q2
2884,玉山金E.SUN FHC,105/07/27,18.22,2016-07-27,2016Q3
2885,元大金Yuanta Group,106/03/17,13.01,2017-03-17,2017Q1
2886,兆豐金MEGA FHC,105/08/12,24.09,2016-08-12,2016Q3
2887,台新金          (普 通)TSFHC common,105/08/19,12.27,2016-08-19,2016Q3
2887E,台新金          (特 別)TSFHC preferred,106/03/06,52.11,2017-03-06,2017Q1
2888,新光金SKFHC,106/02/13,8.6,2017-02-13,2017Q1
2889,國票金Waterland Holdings,106/03/27,9.09,2017-03-27,2017Q1
2890,永豐金控SINOPACHOLDINGS,105/08/10,9.35,2016-08-10,2016Q3
2891,中信金Chinatrust Group,105/08/18,18.74,2016-08-18,2016Q3
2892,第一金FFHC,106/03/16,18.41,2017-03-16,2017Q1
5880,合庫金控TCFHC,106/03/29,14.88,2017-03-29,2017Q1
6005,群益證CSC,106/03/21,10.09,2017-03-21,2017Q1
2601,益航FSC,106/02/18,8.66,2017-02-18,2017Q1
2614,東森EMIC,106/03/23,9.24,2017-03-23,2017Q1
2901,欣欣大眾Shin Shin,105/09/29,25.96,2016-09-29,2016Q3
2903,遠東百貨FEDS,105/07/22,16.19,2016-07-22,2016Q3
2905,三商MERCURIES HOLDING,106/03/17,25.9,2017-03-17,2017Q1
2906,高林實業Collins,106/03/10,12.83,2017-03-10,2017Q1
2908,特力Test Rite,106/03/21,20.08,2017-03-21,2017Q1
2910,統領百貨TONLIN,105/12/30,26.61,2016-12-30,2016Q4
2911,麗嬰房LES,105/04/01,11.27,2016-04-01,2016Q2
2912,統一超商PCSC,105/07/19,234.99,2016-07-19,2016Q3
2913,臺灣農林TTC,106/03/23,16.37,2017-03-23,2017Q1
2915,潤泰全球RUENTEX IND. LTD,106/02/17,54.39,2017-02-17,2017Q1
2929,淘帝-KYTOPBI,105/10/07,107.88,2016-10-07,2016Q4
2936,客思達-KYCOASTER,106/01/05,44.57,2017-01-05,2017Q1
5907,大洋-KYGORG,105/08/15,23.82,2016-08-15,2016Q3
8429,金麗-KYJinli,105/08/03,36.42,2016-08-03,2016Q3
8443,阿瘦ASO,105/07/20,17.38,2016-07-20,2016Q3
8454,富邦媒momo,105/05/19,203.96,2016-05-19,2016Q2
1316,上曜SUN YAD,106/03/10,26.58,2017-03-10,2017Q1
1704,榮化LCYCIC,106/02/14,44.7,2017-02-14,2017Q1
1708,東鹼Sesoda,106/03/13,29.74,2017-03-13,2017Q1
1709,和益化工FUCC,106/03/31,19.04,2017-03-31,2017Q1
1710,東聯化學OUCC,106/02/06,24.77,2017-02-06,2017Q1
1711,永光化學EVERLIGHT,106/03/17,21.74,2017-03-17,2017Q1
1712,興農Sinon,106/03/03,16.41,2017-03-03,2017Q1
1713,國泰化工Cathay Chemical,106/03/31,15.87,2017-03-31,2017Q1
1714,和桐化學HO TUNG,106/02/13,8.78,2017-02-13,2017Q1
1717,長興ETERNAL,105/07/14,33.11,2016-07-14,2016Q3
1718,中國人纖CMFC,106/02/07,8.71,2017-02-07,2017Q1
1721,三晃Sunko Ink,105/07/07,15.85,2016-07-07,2016Q3
1722,台灣肥料Taiwan Fertilizer,105/04/06,41.68,2016-04-06,2016Q2
1723,中鋼碳素CSCC,106/02/09,121.37,2017-02-09,2017Q1
1724,台硝T.N.C.,106/03/23,17.91,2017-03-23,2017Q1
1725,元禎YJE,106/03/09,14.79,2017-03-09,2017Q1
1726,永記造漆YCP,106/03/14,82.15,2017-03-14,2017Q1
1727,中華化CHCIW,106/02/09,13.9,2017-02-09,2017Q1
1730,花仙子FARCENT,106/03/09,40.15,2017-03-09,2017Q1
1732,毛寶Mao Bao,106/02/14,13.48,2017-02-14,2017Q1
1735,日勝化工EMC,105/04/19,13.64,2016-04-19,2016Q2
1773,勝一化工SHINY,106/03/31,62.28,2017-03-31,2017Q1
1776,展宇科技Headway,105/06/08,22.5,2016-06-08,2016Q2
3708,上緯投控Swancor,105/09/01,73.28,2016-09-01,2016Q3
4720,德淵企業TEX YEAR,105/07/20,14.89,2016-07-20,2016Q3
4722,國精化學QPC,105/08/08,34.94,2016-08-08,2016Q3
4725,信昌化工TPCC,106/02/13,24.14,2017-02-13,2017Q1
4755,三福化SAN FU,106/03/17,32.85,2017-03-17,2017Q1
4763,材料-KYACE,106/03/31,148.61,2017-03-31,2017Q1
1598,岱宇Dyaco,105/09/23,43.31,2016-09-23,2016Q3
1701,中國化學CCPC,106/02/20,19.61,2017-02-20,2017Q1
1707,葡萄王Grape King,105/10/07,196.02,2016-10-07,2016Q4
1720,生達化學S.C.P.C,105/07/18,34.12,2016-07-18,2016Q3
1729,必翔Pihsiang,105/10/24,66.61,2016-10-24,2016Q4
1731,美吾華Maywufa,105/04/01,14.07,2016-04-01,2016Q2
1733,五鼎ApexBio,105/06/07,40.05,2016-06-07,2016Q2
1734,杏輝藥品SINPHAR,105/04/01,24.88,2016-04-01,2016Q2
1736,喬山JHT,105/04/01,45.34,2016-04-01,2016Q2
1762,中化合成CCSB,105/04/01,27.86,2016-04-01,2016Q2
1783,和康生MBI,105/09/23,23.73,2016-09-23,2016Q3
1786,科妍SVBI,105/04/06,52.73,2016-04-06,2016Q2
1789,台灣神隆SPT,105/04/01,44.56,2016-04-01,2016Q2
3164,景岳生技GenMont,106/02/13,23.33,2017-02-13,2017Q1
3705,永信Y.S.H.,105/04/08,45.79,2016-04-08,2016Q2
4104,佳醫EXCELSIOR,105/07/19,46.72,2016-07-19,2016Q3
4106,雃博APEX,105/04/06,32.81,2016-04-06,2016Q2
4108,懷特PhytoHealth,105/04/01,30.93,2016-04-01,2016Q2
4119,旭富SCI,105/07/13,77.98,2016-07-13,2016Q3
4133,亞諾法Abnova,105/06/04,36.16,2016-06-04,2016Q2
4137,麗豐-KYCHLITINA,105/04/07,157.14,2016-04-07,2016Q2
4141,龍燈-KYRotam,105/08/10,34.87,2016-08-10,2016Q3
4142,國光生技ADIM,105/04/01,23.32,2016-04-01,2016Q2
4144,康聯-KYColand,105/12/08,46.55,2016-12-08,2016Q4
4164,承業生醫CHC,105/04/06,43.39,2016-04-06,2016Q2
4190,佐登-KYJDS,105/04/01,88.13,2016-04-01,2016Q2
