代號,名稱,成交,漲跌 價,漲跌 幅,平均 毛利 (億),22Q1 毛利 (億),22Q2 毛利 (億),22Q3 毛利 (億),22Q4 毛利 (億),23Q1 毛利 (億),23Q2 毛利 (億),23Q3 毛利 (億),23Q4 毛利 (億),24Q1 毛利 (億),24Q2 毛利 (億),24Q3 毛利 (億),24Q4 毛利 (億),17Q1 毛利 (億),17Q2 毛利 (億),17Q3 毛利 (億),17Q4 毛利 (億),18Q1 毛利 (億),18Q2 毛利 (億),18Q3 毛利 (億),18Q4 毛利 (億),19Q1 毛利 (億),19Q2 毛利 (億),19Q3 毛利 (億),19Q4 毛利 (億),季度,14Q1 毛利 (億),14Q2 毛利 (億),14Q3 毛利 (億),14Q4 毛利 (億),15Q1 毛利 (億),15Q2 毛利 (億),15Q3 毛利 (億),15Q4 毛利 (億),16Q1 毛利 (億),16Q2 毛利 (億),16Q3 毛利 (億),16Q4 毛利 (億)
6668,中揚光,33.95,+0.25,+0.74,1.41,,,,,,,,,,,,,,2.26,1.4,1.69,0.94,1.36,1.81,0.72,0.97,1.3,1.76,1.35,2019Q4,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 毛利 (億),,,,,,,,,,,,,17Q1 毛利 (億),17Q2 毛利 (億),17Q3 毛利 (億),17Q4 毛利 (億),18Q1 毛利 (億),18Q2 毛利 (億),18Q3 毛利 (億),18Q4 毛利 (億),19Q1 毛利 (億),19Q2 毛利 (億),19Q3 毛利 (億),19Q4 毛利 (億),2019Q4,,,,,,,,,,,,
6674,鋐寶科技,16.95,+0.1,+0.59,1.51,,,,,,,,,,,,,,1.74,1.86,1.92,1.97,2.16,1.93,1.19,1.01,1.03,0.95,0.81,2019Q4,,,,,,,,,,,,
6695,芯鼎,41.6,-0.05,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
6698,旭暉應材,27.2,+0.45,+1.68,0.79,,,,,,,,,,,,,,0.39,0.71,1.32,0.47,0.68,0.71,0.57,0.85,1.15,1.05,0.77,2019Q4,,,,,,,,,,,,
6706,惠特,66.5,-0.2,-0.3,3.76,,,,,,,,,,,,,,6.45,0.87,12.9,3.02,2.12,0.87,3.97,2.32,3.54,2.73,2.57,2019Q4,,,,,,,,,,,,
6770,力積電,14.1,0,0,30,,,,,,,,,,,,,,,,,,,,,,,,30,2019Q4,,,,,,,,,,,,
6794,向榮生技-創,64.8,+1.5,+2.37,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
6838,台新藥,24.3,+0.15,+0.62,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
6885,全福生技,23.3,-0.2,-0.85,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
6901,鑽石投資,22.65,+0.6,+2.72,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
6902,GOGOLOOK-創,98,-1.5,-1.51,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
6919,康霈*,616,+4,+0.65,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
6928,攸泰科技,44.3,-1.1,-2.42,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
6949,沛爾生醫-創,125.5,+0.5,+0.4,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
6969,成信實業*-創,26.75,-0.75,-2.73,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
8101,華冠,16.1,0,0,0.8,,,,,,,,,,,,,0.58,2.14,0.86,1.97,0.85,1.16,1.08,-0.8,0.78,-0.17,1.12,0.05,2019Q4,,,,,,,,,,,,
8110,華東,11.8,-0.05,-0.42,1.87,,,,,,,,,,,,,2.95,2.55,3.96,4,2.46,2.59,2.42,1.44,-0.32,-0.95,-0.22,1.51,2019Q4,,,,,,,,,,,,
8201,無敵,11.85,+0.1,+0.85,0.47,,,,,,,,,,,,,0.37,0.46,0.57,0.46,0.55,0.36,0.42,0.65,0.54,0.48,0.3,0.46,2019Q4,,,,,,,,,,,,
8411,福貞-KY,12.35,+0.55,+4.66,1.7,,,,,,,,,,,,,2.4,2.25,2.75,2.4,1.85,0.47,1.15,1.49,0.88,1.06,1.52,2.2,2019Q4,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 毛利 (億),,,,,,,,,,,,,17Q1 毛利 (億),17Q2 毛利 (億),17Q3 毛利 (億),17Q4 毛利 (億),18Q1 毛利 (億),18Q2 毛利 (億),18Q3 毛利 (億),18Q4 毛利 (億),19Q1 毛利 (億),19Q2 毛利 (億),19Q3 毛利 (億),19Q4 毛利 (億),2019Q4,,,,,,,,,,,,
8429,金麗-KY,8.56,0,0,1.97,,,,,,,,,,,,,3.49,3.08,1.64,1.63,2.16,2.99,2,2.82,1.61,2.17,0.89,-0.87,2019Q4,,,,,,,,,,,,
8443,阿瘦,11.6,+0.05,+0.43,2.37,,,,,,,,,,,,,2.37,2.11,2.07,2.84,2.68,2.55,2.14,2.67,2.4,2.21,2.07,2.38,2019Q4,,,,,,,,,,,,
8488,吉源-KY,11.85,+0.3,+2.6,0.99,,,,,,,,,,,,,1.33,1.25,1.59,0.96,0.52,0.39,1.03,1.17,0.77,0.63,0.87,1.37,2019Q4,,,,,,,,,,,,
9912,偉聯,11.7,+0.05,+0.43,0.55,,,,,,,,,,,,,0.48,0.51,0.54,0.62,0.58,0.54,0.65,0.64,0.47,0.51,0.51,0.5,2019Q4,,,,,,,,,,,,
9914,美利達,131.5,-1,-0.75,8.1,,,,,,,,,,,,,7.37,6.54,7.5,6.23,7.12,8.31,8.65,8.11,7.48,9.95,10.7,9.23,2019Q4,,,,,,,,,,,,
9919,康那香,15.55,-0.45,-2.81,1.5,,,,,,,,,,,,,1.58,1.61,1.73,1.48,1.54,1.11,1.4,1.49,1.65,1.37,1.25,1.82,2019Q4,,,,,,,,,,,,
9928,中視,15.6,0,0,-0.29,,,,,,,,,,,,,-0.72,-0.68,-0.68,-0.38,-0.36,-0.26,-0.25,0.15,-0.27,-0.09,0.08,0.05,2019Q4,,,,,,,,,,,,
9929,秋雨,13.75,+0.4,+3,0.12,,,,,,,,,,,,,0.22,0.16,0.2,0.21,0.19,0.1,0.17,0.44,-0.23,-0.1,-0.06,0.17,2019Q4,,,,,,,,,,,,
9955,佳龍,29.15,+2.65,+10,0.04,,,,,,,,,,,,,0.03,-0.08,0.4,0,-0.15,-0.03,-0.38,0.11,0.31,0.02,0.29,0.02,2019Q4,,,,,,,,,,,,
1235,興泰,100.5,0,0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.02,0.05,0.02,0.01,0.01,0.04,0.1,0.04,0.07,0.23,0.2,-0.08
1236,宏亞,20.75,-0.05,-0.24,1.57,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.68,1.01,1.62,2.04,2.13,0.82,1.55,2.24,1.55,0.67,1.42,2.14
1301,台塑,35.5,-0.3,-0.84,52.2,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,37.8,41.6,41.5,44.6,55.7,60.6,54.3,47.6,54.5,56.1,45.7,86.7
1304,台聚,10.1,-0.05,-0.49,13.5,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,10.7,12.3,9.59,6.42,13.5,17.7,8.82,14.3,15.5,19.2,14.8,19.3
1305,華夏,11.25,0,0,5.02,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,4.35,2.98,2.95,1.09,5.02,5.97,3.06,5.43,5.66,7.78,6.42,9.54
1308,亞聚,13,-0.2,-1.52,1.65,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.55,1.67,1.39,1.27,1.26,1.78,1.28,1.76,1.68,2.05,1.45,2.62
1309,台達化,11.4,-0.1,-0.87,1.58,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.06,1.25,0.48,-0.89,2.76,4.09,-0.12,1.99,2.58,2.06,1.35,3.47
1310,台苯,8.92,-0.04,-0.45,2.81,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.94,0.18,-0.98,-1.57,1.25,7.25,1.9,2.6,6.35,4.2,4.99,6.61
1312,國喬,10.7,+0.1,+0.94,6.71,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,4.71,5.26,3.67,2.29,6.06,12.7,6.55,5.14,7.98,6.56,8.22,11.5
1313,聯成,8.15,-0.04,-0.49,4.8,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,3.1,5.49,3.94,0.82,5.26,6.81,1.72,0.57,5.15,5.4,5.13,14.3
1316,上曜,15.15,-0.7,-4.42,0.29,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.41,0.31,0.1,0.15,0.38,0.38,0.31,0.28,0.28,0.32,0.33,0.22
1325,恆大,23.7,-0.3,-1.25,0.4,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.33,0.25,0.14,0.37,0.42,0.43,0.36,0.53,0.69,0.54,0.36,0.44
1337,再生-KY,5.6,+0.06,+1.08,3.44,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,4.62,5.57,4.93,3.51,1.8,1.81,2.78,4.04,2.92,3.46,3.21,2.69
1338,廣華-KY,23.95,-0.05,-0.21,4.98,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,4.29,4.78,4.68,5.4,4.69,4.69,4.86,5.52,5.35,4.73,5.1,5.67
1340,勝悅-KY,7.31,-0.02,-0.27,2.79,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.81,3.03,3.2,3.55,2.05,2.84,2.79,2.98,2.21,3.25,3.11,2.71
1413,宏洲,11.6,+0.15,+1.31,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.16,0.2,-0.77,-0.51,-0.15,-0.12,-0.4,-0.3,0.09,0,-0.05,0
1417,嘉裕,7.81,+0.05,+0.64,1.89,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,2.33,2.32,1.66,2.97,2.2,2.2,1.42,1.76,1.39,1.66,1.04,1.7
1432,大魯閣,16.25,+0.1,+0.62,0.97,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.13,0.19,0.06,0.25,0.09,0.11,0.8,1.26,0.89,2.05,2.82,2.99
代號,名稱,成交,漲跌 價,漲跌 幅,平均 毛利 (億),,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,14Q1 毛利 (億),14Q2 毛利 (億),14Q3 毛利 (億),14Q4 毛利 (億),15Q1 毛利 (億),15Q2 毛利 (億),15Q3 毛利 (億),15Q4 毛利 (億),16Q1 毛利 (億),16Q2 毛利 (億),16Q3 毛利 (億),16Q4 毛利 (億)
1435,中福,31.5,0,0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.05,0.07,0.08,0.08
1438,三地開發,41.8,+2.3,+5.82,0.02,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.01,0,0,0.09,0.18,0,0,0,0,0,0,0
1440,南紡,11.7,-0.15,-1.27,5.73,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,4.26,4.83,3.84,4.55,6.43,8.41,7.01,6.81,4.71,5.25,6.48,6.18
1445,大宇,14.2,0,0,0.47,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.35,0.4,0.24,0.36,0.5,0.68,0.54,0.55,0.52,0.65,0.46,0.42
1460,宏遠,6.8,-0.07,-1.02,4.19,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,3.04,3.52,3.45,4.48,3.87,3.66,3.77,5.1,4.79,4.27,4.69,5.6
1512,瑞利,6.23,0,0,1.23,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.08,1.2,0.86,1,1.26,0.63,0.88,2.29,1.44,1.19,0.85,2.06
1516,川飛,14.15,-0.35,-2.41,0.05,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.03,0.06,0.06,0.02,0.07,0.05,0.01,0.03,0.06,0.08,0.04,0.06
1517,利奇,11.05,0,0,1.26,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.42,1.46,1.72,1.28,1.28,1.32,1.16,1.15,0.9,1.24,1.07,1.09
1526,日馳,18.6,-0.05,-0.27,0.53,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.38,0.45,0.42,0.49,0.46,0.6,0.51,0.48,0.54,0.78,0.63,0.64
1528,恩德,12.15,-0.05,-0.41,2.43,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,2.14,2.53,1.43,1.59,2.4,2.63,2.1,1.95,2.66,3.02,3.52,3.14
1529,樂事綠能,21.95,+0.1,+0.46,0.02,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.01,-0.11,0,0.03,0.04,0.03,-0.01,0.02,0.22,-0.06,0.01,0.05
1533,車王電,29.6,-0.25,-0.84,2.27,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,2.43,2.37,2.47,2.32,2.11,2.14,2.24,2.45,2.05,2.26,2.18,2.21
1538,正峰,26,-0.55,-2.07,0.29,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.28,0.33,0.33,0.26,0.26,0.39,0.26,0.23,0.35,0.24,0.29,0.32
1587,吉茂,26.95,-0.35,-1.28,1.58,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,0.74,3.59,,1.91,0.74,0.91
1589,永冠-KY,27.85,-0.1,-0.36,6.12,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,4.91,6.41,5.62,5.64,5.82,7.04,6.59,7.23,6.54,7.02,5.17,5.45
1626,艾美特-KY,11.85,-0.05,-0.42,5.47,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,4.83,8.29,3.85,5.03,5.46,8.38,2.62,4.29,5.73,8.63,3.81,4.75
1710,東聯,12.9,-0.2,-1.53,2.9,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,3.95,3.53,2.25,1.93,2.3,7.48,3.07,0.76,2.24,-0.29,-0.34,7.94
1721,三晃,11.45,+0.05,+0.44,1.17,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.41,0.27,0.27,0.35,1.65,1.22,1.42,1.63,2.11,1.75,1.12,1.78
代號,名稱,成交,漲跌 價,漲跌 幅,平均 毛利 (億),,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,14Q1 毛利 (億),14Q2 毛利 (億),14Q3 毛利 (億),14Q4 毛利 (億),15Q1 毛利 (億),15Q2 毛利 (億),15Q3 毛利 (億),15Q4 毛利 (億),16Q1 毛利 (億),16Q2 毛利 (億),16Q3 毛利 (億),16Q4 毛利 (億)
1802,台玻,14,+0.1,+0.72,9.27,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,6.59,11.8,7.15,3.4,1.5,4.42,7,9.58,11.2,13.8,15.2,19.5
1903,士紙,45.5,+0.4,+0.89,0.05,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.15,0.37,0.35,-0.05,-0.02,-0.09,-0.11,0.06,0,-0.03,-0.02,-0.01
1905,華紙,13.05,-0.2,-1.51,4.62,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,2.71,2.67,2.94,5.61,5.47,5.37,5.93,5.95,4.72,4.43,4.1,5.51
1909,榮成,9.01,-0.16,-1.74,13.9,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,12.2,14.2,13.5,13.1,11.2,12.9,14.1,11.6,13.8,16.1,14.2,19.7
2007,燁興,8.3,-0.06,-0.72,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.63,-0.38,-0.51,-0.45,-0.06,-0.22,-0.22,0.05,0.75,0.6,0.16,0.47
2014,中鴻,16.5,-0.2,-1.2,2.48,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,4.74,2.78,2.8,2.68,-10.9,-5,2.2,-2.36,3.58,10.9,10.4,7.9
2022,聚亨,8.1,-0.07,-0.86,1.22,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.32,1.5,1.38,1.58,0.72,0.76,0.28,0.02,1.66,2.16,1.72,1.54
2023,燁輝,15.55,0,0,12.8,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,10.8,11.5,10.4,11.6,13.2,7.96,7.6,8.27,13.1,21.7,17.3,20
2025,千興,13.35,-0.1,-0.74,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.02,1,0.15,-0.7,-0.49,-0.71,-0.63,-0.81,-0.33,0.28,0.3,0.84
2034,允強,20.1,-0.2,-0.99,4.44,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,5.71,6.06,6.08,3.95,3.98,3.32,3.18,2.98,3.66,4.41,4.64,5.31
2102,泰豐,16.95,-0.05,-0.29,3.82,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,4.7,4.55,3.61,3.47,4.46,4.91,4.93,4.39,4.39,2.89,1.22,2.32
2104,國際中橡,10.55,-0.1,-0.94,9.95,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,9.27,10.3,7.85,9.72,10.2,8.36,9.57,8.47,10.5,9.87,12.1,13.3
2208,台船,17.15,-0.55,-3.11,0.79,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.79,1.65,2.44,4.29,2.27,1.94,1.9,3.84,1.4,0.76,-8.97,-3.8
2241,艾姆勒,24.2,-0.1,-0.41,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
2254,巨鎧精密-創,67.4,-1.1,-1.61,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
2258,鴻華先進-創,40.5,-0.9,-2.17,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
2314,台揚,12,+0.1,+0.84,2.35,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.7,1.78,1.99,1.3,2.56,1.28,1.88,3.01,3.62,2.86,3.07,3.11
2321,東訊,13.65,-0.3,-2.15,1.22,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.13,1.88,1.25,1.26,1.06,0.62,1.14,1.15,1.14,1.29,1.26,1.39
代號,名稱,成交,漲跌 價,漲跌 幅,平均 毛利 (億),,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,14Q1 毛利 (億),14Q2 毛利 (億),14Q3 毛利 (億),14Q4 毛利 (億),15Q1 毛利 (億),15Q2 毛利 (億),15Q3 毛利 (億),15Q4 毛利 (億),16Q1 毛利 (億),16Q2 毛利 (億),16Q3 毛利 (億),16Q4 毛利 (億)
2323,中環,7.77,-0.06,-0.77,0.71,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.08,1.14,0.91,1.99,0.85,1.67,0.07,-0.78,1.22,2.16,1.37,-2.21
2331,精英,15.4,+0.2,+1.32,12.7,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,12.3,16.9,12.6,13.9,14.2,13.2,16.4,10.9,8.81,9.17,12.8,11.6
2337,旺宏,19.15,-0.05,-0.26,9.32,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,8.61,3.09,11.7,5.26,6.2,6.08,7.86,4.67,7.91,7.07,21.8,21.6
2338,光罩,31.15,+0.3,+0.97,0.48,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.84,0.85,0.79,0.85,0.72,-0.09,0.75,0.53,0.19,0.28,0.04,-0.02
2340,台亞,20.75,+0.25,+1.22,3.99,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,3.93,4.27,4.37,4.15,3.84,3.67,3.99,3.69,4,4.12,4.39,3.44
2369,菱生,13.45,-0.05,-0.37,1.55,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.78,2.19,1.96,1.47,1.18,0.91,0.98,1.52,1.47,1.59,1.63,1.94
2380,虹光,3.89,+0.34,+9.58,1.83,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.84,1.99,2.05,1.72,2.02,1.83,1.91,1.7,1.5,1.96,1.96,1.47
2390,云辰,10.25,-0.05,-0.49,0.51,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.73,1.45,0.82,0.61,0.51,0.27,0.32,0.23,0.43,0.33,0.3,0.05
2406,國碩,11,0,0,5.51,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,4.38,3.75,2.19,4.38,4.64,4.93,8.24,10.8,9.98,8.53,2,2.32
2408,南亞科,32.1,-0.65,-1.98,43.6,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,46.6,52.2,62.6,60.3,56.7,46.9,38.6,30.9,34,25.4,31.7,37.4
2409,友達,12.3,-0.1,-0.81,102,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,68.9,106,154,156,143,119,91.5,44.9,3.9,55.6,113,172
2413,環科,18.25,0,0,1.88,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.56,2.09,2.15,2.04,2.04,1.95,2.13,2.08,1.91,1.72,1.55,1.37
2424,隴華,59.8,0,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.05,0.11,0.04,0,0,0,0,-0.04,0,-0.02,0,-0.01
2429,銘旺科,44.2,-0.55,-1.23,0.07,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.11,-0.02,-0.09,-0.1,0,0.08,-0.07,-0.02,0.1,0.43,0.28,0.34
2431,聯昌,11.05,-0.15,-1.34,1.09,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.95,1.38,1.74,1.29,1.46,0.93,0.71,0.6,1.09,0.87,1.04,0.98
2438,翔耀,29.5,+0.5,+1.72,0.44,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.03,0.32,0.53,0.63,0.66,0.62,0.61,0.51,0.37,0.28,0.36,0.44
2440,太空梭,15.8,+0.65,+4.29,0.52,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.47,0.44,0.41,0.59,0.52,0.68,0.45,0.38,0.26,0.54,0.69,0.81
2444,兆勁,12.1,-0.15,-1.22,0.66,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.59,0.57,0.49,0.75,0.7,0.72,0.65,0.77,0.8,0.82,0.6,0.46
代號,名稱,成交,漲跌 價,漲跌 幅,平均 毛利 (億),,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,14Q1 毛利 (億),14Q2 毛利 (億),14Q3 毛利 (億),14Q4 毛利 (億),15Q1 毛利 (億),15Q2 毛利 (億),15Q3 毛利 (億),15Q4 毛利 (億),16Q1 毛利 (億),16Q2 毛利 (億),16Q3 毛利 (億),16Q4 毛利 (億)
2460,建通,16.45,-0.35,-2.08,1.13,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.53,1.94,1.49,1.32,0.75,0.82,0.74,1.12,0.82,1.43,1.24,1.43
2465,麗臺,47.6,0,0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.81,0.6,0.93,0.83,1.27,0.77,0.93,1.06,0.87,0.89,1.02,0.88
2466,冠西電,108.5,+4,+3.83,0.49,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.23,0.23,0.7,0.39,0.32,0.23,0.77,0.18,0.3,0.86,0.69,0.96
2485,兆赫,11.5,-0.05,-0.43,3.96,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,3.26,2.74,3.47,3.2,3.62,3.56,4.31,6.01,5.96,4.24,4.05,3.07
2491,吉祥全,11.1,+0.05,+0.45,0.16,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.19,0.16,0.11,0.07,0.18,0.22,0.19,0.16,0.15,0.15,0.17,0.25
2498,宏達電,36.9,-0.15,-0.4,60.1,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,69.6,145,95.8,97.4,81.6,63.6,38.6,35.7,13.9,21.5,35.7,23.3
2547,日勝生,12.65,+0.25,+2.02,4.32,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,4.22,3.43,3.98,6.15,4.22,3.85,3.9,4.12,4.3,4.02,3.78,5.84
2601,益航,6.48,-0.09,-1.37,15.3,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,17.5,15.4,14.1,19.5,18.2,15.1,13.9,15.4,15.6,13,10.8,15.3
2616,山隆,16.15,-0.45,-2.71,3.28,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,2.79,3.04,2.98,3.35,3.07,3.21,3.01,3.15,3.45,3.84,3.54,3.95
2642,宅配通,28,-0.4,-1.41,1.21,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.43,1.3,1.12,1.34,1.42,1.11,1.02,1.19,1.3,1.13,1.1,1.11
2712,遠雄來,18.4,0,0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.34,0.56,1.06,0.46,0.46,0.48,0.86,0.43,0.43,0.44,0.75,0.33
2722,夏都,27.5,-0.5,-1.79,1.03,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.59,1.15,1.76,0.66,0.63,1.16,1.69,0.75,0.7,1.16,1.48,0.66
2911,麗嬰房,5.08,-0.07,-1.36,10.7,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,11.4,9.31,10.8,14.4,12.7,9.57,10.1,12.6,11.1,8.31,8.08,10.5
2913,農林,15.45,+0.05,+0.32,1.08,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.43,1.56,1.72,1.53,1.02,0.97,0.99,1.02,1.03,1.06,0.39,0.28
2939,永邑-KY,28.85,+1.7,+6.26,3.58,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,5.26,2.2,3.27
3011,今皓,12.6,-0.15,-1.18,0.42,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.49,0.46,0.52,0.42,0.28,0.11,0.15,0.34,0.23,0.53,0.7,0.76
3018,隆銘綠能,21.85,+0.4,+1.86,0.24,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.25,0.35,0.42,0.45,0.21,0.21,0.23,-0.34,0.22,0.13,0.29,0.5
3041,揚智,23.55,-0.15,-0.63,4.01,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,5.5,4.74,5.98,4.41,3.8,2.55,4.05,4.65,3.68,2.96,2.84,2.98
代號,名稱,成交,漲跌 價,漲跌 幅,平均 毛利 (億),,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,14Q1 毛利 (億),14Q2 毛利 (億),14Q3 毛利 (億),14Q4 毛利 (億),15Q1 毛利 (億),15Q2 毛利 (億),15Q3 毛利 (億),15Q4 毛利 (億),16Q1 毛利 (億),16Q2 毛利 (億),16Q3 毛利 (億),16Q4 毛利 (億)
3048,益登,23.8,0,0,5.64,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,4.29,5.32,6.22,6.48,5.72,5.58,5.82,5.26,4.34,4.52,6.96,7.13
3049,精金,6.88,-0.08,-1.15,1.46,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,3.05,3.83,2.1,2.67,2.52,0.35,2.38,2.06,-2.58,-5.01,3.84,2.28
3054,立萬利,22.8,+0.8,+3.64,0.14,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.59,0.49,0.2,-0.05,0.13,0.07,-0.05,-0.12,0.06,0.04,0.04,0.24
3055,蔚華科,48.05,-0.35,-0.72,1.86,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.63,2.8,2.43,1.52,1.58,1.98,1.23,1.67,1.99,2.46,1.48,1.54
