季度,代碼,名稱,營業收入,營業損益,業外收入,稅前損益,稅後損益,每股EPS
2017Q1,5201,凱衛,"38,230","-14,422","-1,854","-16,276","-13,406",-0.45
2017Q1,5202,力新,"36,450",--,--,--,--,--
2017Q1,5205,中茂,"11,470",--,--,--,--,--
2017Q1,5206,坤悅,"716,700",--,--,--,--,--
2017Q1,5209,新鼎,"180,750","27,688","-5,958","21,730","17,841",0.76
2017Q1,5210,寶碩,"59,200",--,--,--,--,--
2017Q1,5211,蒙恬,"66,750","8,640","-2,790","5,850","5,092",0.16
2017Q1,5212,凌網,"119,140","-19,455","-5,111","-24,566","-23,697",-0.70
2017Q1,5213,亞昕,"125,470","-49,065","-51,021","-100,086","-100,418",-0.23
2017Q1,5227,立凱-KY,"203,590","-21,060","-36,389","-57,449","-57,449",-0.27
2017Q1,5230,雷笛克光學,"285,090","36,354","-8,510","27,844","25,659",0.52
2017Q1,5245,智晶,"435,010","83,828","-1,850","81,978","68,042",1.56
2017Q1,5251,天鉞電,"111,880","1,665",364,"2,029","1,592",0.08
2017Q1,5255,美桀,"319,440","47,217","-4,202","43,015","28,922",0.76
2017Q1,5263,智崴,"317,710",--,--,--,--,--
2017Q1,5272,笙科,"203,300","25,588","-3,700","21,888","18,167",0.32
2017Q1,5274,信驊,"452,980","151,429","-27,575","123,854","102,797",3.04
2017Q1,5276,達輝-KY,"197,790","20,944","-4,597","16,347","10,338",0.26
2017Q1,5278,尚凡,"94,240","-14,519","-6,406","-20,925","-20,147",-1.46
2017Q1,5281,大峽谷-KY,"180,610","-1,661","-1,111","-2,772","-2,313",-0.06
2017Q1,5287,數字,"371,860","139,183","1,167","140,350","113,521",2.68
2017Q1,5289,宜鼎,"1,404,350","163,714","-48,927","114,787","85,395",1.62
2017Q1,5291,邑昇,"239,030",92,"-10,399","-10,307","-9,263",-0.27
2017Q1,5301,寶得利,"125,570",--,--,--,--,--
2017Q1,5302,太欣,"32,720","-16,514","49,915","33,401","33,481",0.22
2017Q1,5304,鼎創達,"193,440","-35,775","-208,781","-244,556","-226,301",-1.17
2017Q1,5306,桂盟,"1,120,590","335,255","-34,627","300,628","247,552",2.06
2017Q1,5309,系統電,"359,200","-64,361","-32,089","-96,450","-95,254",-0.45
2017Q1,5310,天剛,"64,020",--,--,--,--,--
2017Q1,5312,寶島科,"722,130","43,877","80,047","123,924","102,131",1.72
2017Q1,5314,世紀,"32,540","-26,069","-11,432","-37,501","-37,501",-0.58
2017Q1,5315,光聯,"514,350","59,874","-48,278","11,596","11,596",0.11
2017Q1,5317,凱美,"296,140","31,173","-1,797","29,376","23,223",0.18
2017Q1,5321,友銓,"212,870","3,491","-21,406","-17,915","-14,671",-0.50
2017Q1,5324,士開,"181,700",--,--,--,--,--
2017Q1,5328,華容,"221,400","28,295","-15,834","12,461","8,018",0.05
2017Q1,5340,建榮,"388,070","39,717","-21,414","18,303","17,733",0.09
2017Q1,5344,立衛,"46,250","-12,954",480,"-12,474","-12,207",-0.15
2017Q1,5345,天揚,"18,300","-15,958","32,120","16,162","13,293",0.27
2017Q1,5347,世界,"6,263,430","1,322,071","-93,142","1,228,929","1,150,449",0.70
2017Q1,5348,系通,"25,130",--,--,--,--,--
2017Q1,5349,先豐,"1,489,550","22,806","-65,122","-42,316","-39,400",-0.21
2017Q1,5351,鈺創,"1,497,700","-125,823","-98,704","-224,527","-228,662",-0.51
2017Q1,5353,台林,"280,010","-5,240","-11,037","-16,277","-16,277",0.20
2017Q1,5355,佳總,"328,140","3,248","-23,134","-19,886","-14,949",-0.09
2017Q1,5356,協益,"2,162,570","165,368","1,738","167,106","130,438",1.01
2017Q1,5364,力麗店,"98,420",--,--,--,--,--
2017Q1,5371,中光電,"12,225,570","259,815","84,411","344,226","238,393",0.64
2017Q1,5381,合正,"109,950","16,431","-10,169","6,262","7,038",0.04
2017Q1,5383,金利,"259,230","-9,195","-7,251","-16,446","-23,445",-0.41
2017Q1,5384,捷元,"2,389,220","55,889","-4,985","50,904","39,359",0.41
2017Q1,5386,青雲,"877,650","4,574","-2,404","2,170","2,170",0.16
2017Q1,5392,應華,"1,873,840","94,293","-8,435","85,858","90,872",0.71
2017Q1,5398,慕康生醫,"155,050",--,--,--,--,--
2017Q1,5403,中菲,"393,750","63,568","12,919","76,487","63,345",1.02
2017Q1,5410,國眾,"525,610","20,893","7,149","28,042","24,653",0.30
2017Q1,5425,台半,"2,129,520","372,491","-42,626","329,865","252,034",0.78
2017Q1,5426,振發,"379,200","22,949","-41,050","-18,101","-16,419",-0.11
2017Q1,5432,達威,"21,550","1,479","-8,727","-7,248","-7,248",-0.35
2017Q1,5438,東友,"539,280","49,160","-19,801","29,359","23,663",0.21
2017Q1,5439,高技,"527,460","61,406","-12,732","48,674","40,398",0.52
2017Q1,5443,均豪,"1,239,280","94,640","-48,420","46,220","37,321",0.19
2017Q1,5450,寶聯通,"154,890","-2,746","-4,787","-7,533","-9,846",-0.20
2017Q1,5452,佶優,"1,357,310","37,810","-42,522","-4,712","-10,343",-0.08
2017Q1,5455,昇益,"19,050","-5,807",150,"-5,657","-5,657",-0.16
2017Q1,5457,宣德,"581,270","-1,273","-20,357","-21,630","-21,232",-0.15
2017Q1,5460,同協,"203,690","20,233","-8,566","11,667","7,829",0.11
2017Q1,5464,霖宏,"386,300","6,914","-195,951","-189,037","-154,714",-2.18
2017Q1,5465,富驊,"382,440","43,488","-23,695","19,793","18,934",0.13
2017Q1,5468,凱鈺,"40,430","-19,693",35,"-19,658","-19,658",-0.27
2017Q1,5474,聰泰,"192,760","43,825","-20,943","22,882","18,992",0.56
2017Q1,5475,德宏,"644,340","53,169","-5,977","47,192","57,169",0.39
2017Q1,5478,智冠,"4,426,490","241,043","-9,834","231,209","186,083",1.53
2017Q1,5480,統盟,"1,363,140","59,922","-5,628","54,294","37,360",0.19
2017Q1,5481,新華,320,"-16,288","26,625","10,337","10,337",0.11
2017Q1,5483,中美晶,"13,577,050",--,--,--,--,--
2017Q1,5487,通泰,"97,100","10,750","-9,354","1,396",976,0.04
2017Q1,5488,松普,"404,200","17,166","-2,428","14,738","13,849",0.15
2017Q1,5489,彩富,"496,200","89,820","-83,226","6,594","8,558",0.09
2017Q1,5490,同亨,"442,070","61,288",449,"61,737","50,863",0.54
2017Q1,5491,連展,"1,782,490","4,650","23,270","27,920","16,880",0.09
2017Q1,5493,三聯,"479,730","29,642","5,429","35,071","28,331",0.19
2017Q1,5498,凱崴,"198,190","-7,780","-9,425","-17,205","-18,610",-0.11
2017Q1,5508,永信建,"570,550","130,096",800,"130,896","129,042",0.59
2017Q1,5511,德昌,"906,650","30,323","19,096","49,419","42,076",0.32
2017Q1,5512,力麒,"3,035,760","813,993","-13,921","800,072","755,792",0.93
2017Q1,5514,三豐,"1,410","-8,021","40,729","32,708","32,708",0.19
2017Q1,5516,雙喜,"92,270","-3,951","2,483","-1,468","-1,468",-0.04
2017Q1,5520,力泰,"509,830","35,058","14,490","49,548","40,776",0.54
2017Q1,5523,豐謙,"257,060","24,317","-16,241","8,076","8,076",0.10
2017Q1,5529,志嘉,"181,790","-29,393","-12,876","-42,269","-58,382",-0.56
2017Q1,5530,龍巖,"970,210",--,--,--,--,--
2017Q1,5536,聖暉,"2,742,650","357,961","-44,012","313,949","244,713",4.47
2017Q1,5543,崇佑-KY,"197,470","-16,464",-152,"-16,616","-18,100",-0.74
2017Q1,5601,台聯櫃,"19,570","7,063",143,"7,206","5,981",0.09
2017Q1,5603,陸海,"469,220","25,257","-1,114","24,143","19,182",0.21
2017Q1,5604,中連貨,"304,130","6,453",94,"6,547","5,909",0.05
2017Q1,5609,中菲行,"4,036,900",--,--,--,--,--
2017Q1,5701,劍湖山,"352,000","-63,512","-32,373","-95,885","-96,024",-0.38
2017Q1,5703,亞都,"241,000",--,--,--,--,--
2017Q1,5704,老爺知,"82,020","10,913",-623,"10,290","8,928",0.23
2017Q1,5820,日盛金,"2,026,220","419,048",--,"419,048","410,674",0.12
2017Q1,5878,台名,"196,710","30,841",-230,"30,611","25,242",1.07
2017Q1,5902,德記,"449,440","13,920","-11,255","2,665","3,742",0.04
2017Q1,5903,全家,"14,853,280","133,659","19,853","153,512","112,966",0.53
2017Q1,5904,寶雅,"3,239,810","392,810","3,846","396,656","328,950",3.41
2017Q1,5905,南仁湖,"390,130","43,057","-2,565","40,492","33,387",0.14
2017Q1,6008,凱基證,"3,434,550","117,223","401,099","518,322","417,413",0.11
2017Q1,6015,宏遠證,"208,450","-6,282","26,450","20,168","23,242",0.06
2017Q1,6016,康和證,"666,960","118,585","6,303","124,888","121,863",0.20
2017Q1,6020,大展證,"112,210","86,095","7,601","93,696","91,737",0.36
2017Q1,6021,大慶證,"157,150","44,675","8,720","53,395","48,307",0.16
2017Q1,6022,大眾證,"176,190","7,547","16,511","24,058","23,358",0.06
2017Q1,6023,元大期,"628,490","104,510","90,521","195,031","162,370",0.70
2017Q1,6026,福邦證,"200,870","112,313","1,958","114,271","111,798",0.43
2017Q1,6101,寬魚國際,"21,270","-9,552","-2,901","-12,453","-12,453",-0.18
2017Q1,6103,合邦,"400,070","5,332","2,335","7,667","5,973",0.10
2017Q1,6104,創惟,"387,990",--,--,--,--,--
2017Q1,6105,瑞傳,"1,147,900","6,216","-26,639","-20,423","-31,608",-0.29
2017Q1,6107,華美,"2,721,080",--,--,--,--,--
2017Q1,6109,亞元,"343,950","21,168","-3,628","17,540","14,580",0.20
2017Q1,6111,大宇資,"192,840","33,202","1,067","34,269","31,202",0.70
2017Q1,6113,亞矽,"297,280","-11,863","-3,667","-15,530","-15,530",-0.31
2017Q1,6114,久威,"767,790","112,153","-29,609","82,544","67,887",1.71
2017Q1,6118,建達,"1,469,660","-13,381","3,462","-9,919","-9,246",-0.10
2017Q1,6121,新普,"11,712,280","477,531","294,241","771,772","555,676",1.80
2017Q1,6122,擎邦,"399,900","-7,866","21,857","13,991","13,991",0.21
2017Q1,6123,上奇,"1,117,640",--,--,--,--,--
2017Q1,6124,業強,"482,680",--,--,--,--,--
2017Q1,6125,廣運,"1,716,030","-323,956","-89,957","-413,913","-383,832",-0.76
2017Q1,6126,信音,"698,970","59,181","-3,780","55,401","40,639",0.30
2017Q1,6127,九豪,"249,860","26,464","-4,654","21,810","13,778",0.16
2017Q1,6129,普誠,"292,940","-18,931","-3,740","-22,671","-21,365",-0.12
2017Q1,6130,星寶國際,"24,100","-4,007","2,928","-1,079",-889,-0.03
2017Q1,6134,萬旭,"312,340","16,516","-1,626","14,890","13,769",0.10
2017Q1,6138,茂達,"953,690","97,633","-25,840","71,793","59,938",0.48
2017Q1,6140,訊達,"337,950","-5,306","-4,061","-9,367","-9,737",-0.25
2017Q1,6143,振曜,"1,918,480","140,504","-454,671","-314,167","-266,702",-3.21
2017Q1,6144,得利影,"128,110",--,--,--,--,--
2017Q1,6146,耕興,"698,900","165,279","18,909","184,188","150,114",1.62
2017Q1,6147,頎邦,"4,229,400","672,276","-309,868","362,408","283,210",0.41
2017Q1,6148,驊宏資,"1,491,050","-85,455","-1,187","-86,642","-89,784",-0.57
2017Q1,6150,撼訊,"477,340","-31,782","-10,177","-41,959","-38,750",-1.28
2017Q1,6151,晉倫,"449,970","32,505","11,701","44,206","37,091",0.67
2017Q1,6154,順發,"1,154,970","40,629",517,"41,146","34,142",0.43
2017Q1,6156,松上,"1,046,170","39,832",-770,"39,062","23,618",0.14
2017Q1,6158,禾昌,"379,440","4,058","16,091","20,149","16,673",0.15
2017Q1,6160,欣技,"234,410","-53,217","-14,241","-67,458","-54,631",-0.79
2017Q1,6161,捷波,"349,300","53,211","-14,147","39,064","32,361",0.29
2017Q1,6163,華電網,"533,480","-42,759","1,720","-41,039","-41,039",-0.41
2017Q1,6167,久正,"544,280","49,311","-16,927","32,384","31,746",0.20
2017Q1,6169,昱泉,"42,650",--,--,--,--,--
2017Q1,6170,統振,"725,160","-5,694","-13,892","-19,586","-18,031",-0.05
2017Q1,6171,亞銳士,"83,110","4,622","-1,801","2,821","2,031",0.03
2017Q1,6173,信昌電,"736,980","95,402","-10,892","84,510","64,845",0.35
2017Q1,6174,安碁,"141,520",--,--,--,--,--
2017Q1,6175,立敦,"596,080","50,736","-20,307","30,429","26,025",0.14
2017Q1,6179,亞通,"664,290","54,986","-2,949","52,037","42,971",0.86
2017Q1,6180,橘子,"2,217,420","35,157","19,633","54,790","36,325",0.34
2017Q1,6182,合晶,"1,490,750","100,795","-76,084","24,711","30,118",0.03
2017Q1,6185,幃翔,"276,960","62,931","-7,271","55,660","41,895",0.35
2017Q1,6186,新潤,"290,950","18,832","2,658","21,490","15,905",0.23
2017Q1,6187,萬潤,"354,280","75,746","-50,326","25,420","21,879",0.26
2017Q1,6188,廣明,"1,913,860","203,327","-107,548","95,779","70,805",0.25
2017Q1,6190,萬泰科,"1,082,610","72,109","-20,488","51,621","37,553",0.23
2017Q1,6194,育富,"194,290","-2,769","-11,074","-13,843","-10,374",-0.13
2017Q1,6195,詩肯,"429,730","55,647","2,314","57,961","48,105",1.12
2017Q1,6198,凌泰,"11,060","-13,524",34,"-13,490","-14,162",-0.70
2017Q1,6199,天品,"12,020",--,--,--,--,--
2017Q1,6203,海韻電,"346,420","30,642","-49,290","-18,648","-17,072",-0.21
2017Q1,6204,艾華,"134,570",--,--,--,--,--
2017Q1,6207,雷科,"665,090","119,946","-34,534","85,412","65,128",0.77
2017Q1,6208,日揚,"298,110",--,--,--,--,--
2017Q1,6210,慶生,"235,220","65,157","-8,071","57,086","45,841",1.31
2017Q1,6212,理銘,"422,400","39,576","-1,249","38,327","38,327",0.38
2017Q1,6217,中探針,"425,160","49,522","-25,444","24,078","18,333",0.30
2017Q1,6218,豪勉,"228,000","12,161","-6,676","5,485","6,332",0.10
2017Q1,6219,富旺,"89,970",--,--,--,--,--
2017Q1,6220,岳豐,"2,453,320","103,747","5,547","109,294","78,802",0.64
2017Q1,6221,晉泰,"526,590","26,990","-10,128","16,862","12,276",0.31
2017Q1,6222,上揚,"21,760",--,--,--,--,--
2017Q1,6223,旺矽,"1,128,000","138,388","-19,275","119,113","106,004",1.34
2017Q1,6227,茂綸,"1,407,310","43,733","10,847","54,580","44,419",0.58
2017Q1,6228,全譜,"30,730","-3,846","-3,520","-7,366","-11,539",-0.54
2017Q1,6229,研通,"277,180","-8,477","1,322","-7,155","-5,872",-0.16
2017Q1,6231,系微,"191,680","10,454","-5,196","5,258","1,767",0.05
2017Q1,6233,旺玖,"94,900","-24,588","-11,139","-35,727","-35,727",-0.43
2017Q1,6234,高僑,"183,510",--,--,--,--,--
2017Q1,6236,康呈,"25,040","-20,069","1,412","-18,657","-18,657",-0.59
2017Q1,6237,驊訊,"75,250","-21,574","-2,763","-24,337","-24,337",-0.31
2017Q1,6238,勝麗,"500,910","109,018","6,827","115,845","101,158",2.06
2017Q1,6240,松崗,"40,900",--,--,--,--,--
2017Q1,6241,易通展,"34,720",--,--,--,--,--
2017Q1,6242,立康,"103,230","14,995",-415,"14,580","14,582",0.66
2017Q1,6244,茂迪,"5,069,140","-950,098","-68,257","-1,018,355","-1,018,355",-2.07
2017Q1,6245,立端,"1,401,090","104,135","-32,351","71,784","60,524",0.50
2017Q1,6246,臺龍,"190,040",--,--,--,--,--
2017Q1,6247,淇譽電,"224,400","-6,747","-2,404","-9,151","-8,644",-0.14
2017Q1,6248,沛波,"359,730","9,897",-82,"9,815","9,921",0.32
2017Q1,6259,百徽,"72,280",--,--,--,--,--
2017Q1,6261,久元,"776,190","113,031","-67,173","45,858","31,180",0.31
2017Q1,6263,普萊德,"324,490","80,630","-1,737","78,893","65,876",1.05
2017Q1,6264,富裔,"148,490","38,584","-7,429","31,155","31,155",0.27
2017Q1,6265,方土昶,"948,390",--,--,--,--,--
2017Q1,6266,泰詠,"486,500",--,--,--,--,--
2017Q1,6270,倍微,"616,060","-1,141","3,663","2,522","4,550",0.06
2017Q1,6274,台燿,"3,974,790","462,884","-24,434","438,450","315,310",1.30
2017Q1,6275,元山,"627,060","34,287","-26,360","7,927","5,554",0.10
2017Q1,6276,安鈦克,"186,550",--,--,--,--,--
2017Q1,6279,胡連,"1,038,170","426,665","-77,648","349,017","270,049",2.78
2017Q1,6284,佳邦,"705,810","26,312","-54,535","-28,223","-35,902",-0.37
2017Q1,6287,元隆,"259,670","-19,562","-22,010","-41,572","-41,572",-0.13
2017Q1,6290,良維,"1,413,520","35,674","-9,394","26,280","16,403",0.12
2017Q1,6291,沛亨,"50,460","-8,272","-1,463","-9,735","-9,735",-0.30
2017Q1,6292,迅德,"325,020","42,999","-15,714","27,285","19,777",0.42
2017Q1,6294,智基,"184,480","49,012",783,"49,795","49,795",2.46
2017Q1,6298,崴強,"1,024,010","35,749","13,240","48,989","37,064",0.22
2017Q1,6404,通訊-KY,"93,230",--,--,--,--,--
2017Q1,6411,晶焱,"624,200",--,--,--,--,--
2017Q1,6417,韋僑,"234,580","21,352","-9,142","12,210","10,152",0.29
2017Q1,6419,京晨科,"67,840","5,784","-12,884","-7,100","-7,104",-0.32
2017Q1,6426,統新,"161,090","54,364","-16,350","38,014","31,002",0.99
2017Q1,6432,今展科,"195,720","5,773","-22,397","-16,624","-14,292",-0.74
2017Q1,6435,大中,"410,920",--,--,--,--,--
2017Q1,6438,迅得,"582,490","82,913","-8,853","74,060","50,694",1.10
2017Q1,6441,廣錠,"189,720","25,562","-16,008","9,554","7,937",0.35
2017Q1,6446,藥華藥,570,"-229,107","3,164","-225,943","-225,943",-1.04
2017Q1,6457,紘康,"136,520","13,163","-7,038","6,125","4,862",0.18
2017Q1,6462,神盾,"1,185,490","270,954","-37,983","232,971","184,895",2.65
2017Q1,6465,威潤,"56,890","6,590","4,978","11,568","12,428",0.55
2017Q1,6469,大樹,"819,230","19,071","2,762","21,833","17,247",0.65
2017Q1,6470,宇智,"473,210","53,721","-40,932","12,789","11,696",0.37
2017Q1,6472,保瑞,"70,480","2,970",694,"3,664","2,995",0.13
2017Q1,6482,弘煜科,"85,100","3,337","-1,515","1,822",330,0.02
2017Q1,6485,點序,"151,500","-7,925","-3,457","-11,382","-11,382",-0.33
2017Q1,6486,互動,"510,640","42,237",186,"42,423","35,013",0.76
2017Q1,6488,環球晶,"10,581,360","1,070,034","-445,180","624,854","348,917",0.95
2017Q1,6492,生華科,--,"-75,943","-2,665","-78,608","-79,002",-1.20
2017Q1,6494,九齊,"215,530","20,297","-4,101","16,196","17,084",0.64
2017Q1,6496,科懋,"436,460","73,413","3,416","76,829","63,000",1.35
2017Q1,6497,亞獅康-KY,--,"-242,207","-8,721","-250,928","-250,928",-2.17
2017Q1,6499,益安,"36,720","-57,765","-1,286","-59,051","-59,106",-1.08
2017Q1,6506,雙邦,"586,390","54,396","-4,398","49,998","41,441",0.53
2017Q1,6508,惠光,"616,610","70,237","-30,791","39,446","26,374",0.32
2017Q1,6509,聚和,"726,670",--,--,--,--,--
2017Q1,6510,精測,"789,490","230,717","1,499","232,216","188,096",6.11
2017Q1,6512,啟發電,"93,040","6,364","-7,435","-1,071",-889,-0.04
2017Q1,6514,芮特-KY,"106,740",--,--,--,--,--
2017Q1,6523,達爾膚,"257,980","91,807","-10,264","81,543","67,917",1.48
2017Q1,6532,瑞耘,"66,380","9,561","-6,133","3,428","2,845",0.09
2017Q1,6535,順藥,"25,120",--,--,--,--,--
2017Q1,6538,倉和,"262,620","23,784","-12,534","11,250","3,238",0.11
2017Q1,6542,隆中,"827,910","81,317","-16,689","64,628","55,578",1.85
2017Q1,6548,長科*,"441,500","46,521","-11,452","35,069","20,642",0.08
2017Q1,6556,勝品,"404,840","41,545","-30,538","11,007","8,688",0.49
2017Q1,6560,欣普羅,"33,110",--,--,--,--,--
2017Q1,6568,宏觀,"256,890","96,472","-34,954","61,518","51,042",2.07
2017Q1,6569,醫揚,"287,780","38,836","-15,812","23,024","18,275",1.00
2017Q1,6574,霈方,"210,690","34,180","-2,561","31,619","25,989",1.30
2017Q1,6577,勁豐,"403,820",--,--,--,--,--
2017Q1,6593,台灣銘板,"208,550","18,045","-3,456","14,589","12,109",0.71
2017Q1,6594,展匯科,"99,910","9,641","-2,051","7,590","6,343",0.37
2017Q1,6596,寬宏藝術,"191,490","3,842",382,"4,224","3,506",0.18
2017Q1,6603,富強鑫,"674,840","25,564","20,766","46,330","31,525",0.23
2017Q1,6609,瀧澤科,"583,200",--,--,--,--,--
2017Q1,6613,朋億,"890,050","210,439","-37,490","172,949","131,065",4.42
2017Q1,6615,慧智,"98,070","13,997",906,"14,903","12,309",0.66
2017Q1,6616,特昇-KY,"237,940","24,397","-1,736","22,661","17,511",0.83
2017Q1,6803,崑鼎,"1,058,880","279,417","-3,389","276,028","227,200",2.67
2017Q1,7402,邑錡,"105,360","1,765","-9,441","-7,676","-6,371",-0.35
2017Q1,8024,佑華,"116,580","-3,884","-8,151","-12,035","-12,035",-0.27
2017Q1,8027,鈦昇,"312,140","-4,759","-11,019","-15,778","-15,364",-0.23
2017Q1,8032,光菱,"1,145,610","32,017","-38,182","-6,165","-5,813",-0.11
2017Q1,8034,榮群,"35,860","-6,724","-7,404","-14,128","-14,128",-0.23
2017Q1,8038,長園科,"4,800","-26,894","-34,578","-61,472","-61,472",-1.07
2017Q1,8040,九暘,"187,680","-15,767","-3,224","-18,991","-18,991",-0.23
2017Q1,8042,金山電,"757,140","96,361","58,807","155,168","141,437",1.28
2017Q1,8043,蜜望實,"959,650","26,730","-67,376","-40,646","-36,716",-0.46
2017Q1,8044,網家,"6,924,310","255,744","-3,844","251,900","207,927",1.85
2017Q1,8047,星雲,"198,780","16,157","2,301","18,458","15,152",0.37
2017Q1,8048,德勝,"204,450","28,493","-16,112","12,381","13,785",0.26
2017Q1,8049,晶采,"457,660","69,693","-21,804","47,889","39,951",0.34
2017Q1,8050,廣積,"985,730","137,683","-52,104","85,579","75,183",0.64
2017Q1,8054,安國,"451,210","-9,445","-18,726","-28,171","-25,682",-0.35
2017Q1,8059,凱碩,"251,050","-42,063","9,034","-33,029","-31,168",-0.36
2017Q1,8064,東捷,"1,391,650",--,--,--,--,--
2017Q1,8066,來思達,"1,602,990","76,355","-9,694","66,661","53,517",1.73
2017Q1,8067,志旭,"62,860","-2,626","5,263","2,637","2,637",0.06
2017Q1,8068,全達,"713,030",--,--,--,--,--
2017Q1,8069,元太,"3,217,870",--,--,--,--,--
2017Q1,8071,能率網通,"551,640",--,--,--,--,--
2017Q1,8074,鉅橡,"288,170","44,320","-18,612","25,708","20,229",0.27
2017Q1,8076,伍豐,"639,270","59,489","-47,102","12,387","1,864",0.03
2017Q1,8077,洛碁,"256,660","14,306","-5,244","9,062","8,560",0.12
2017Q1,8080,永利聯合,"81,110",--,--,--,--,--
2017Q1,8083,瑞穎,"336,000","103,538","-24,810","78,728","65,340",1.86
2017Q1,8084,巨虹,"581,010",--,--,--,--,--
2017Q1,8085,福華,"291,240","-25,349","-4,520","-29,869","-29,461",-0.19
2017Q1,8086,宏捷科,"440,860","96,069","-23,990","72,079","60,237",0.43
2017Q1,8087,華鎂鑫,"34,690","-2,011","2,510",499,657,0.02
2017Q1,8088,品安,"384,600",--,--,--,--,--
2017Q1,8091,翔名,"541,780","117,737","-22,262","95,475","76,509",1.26
2017Q1,8092,建暐,"87,310","-9,493","4,953","-4,540","-4,525",-0.12
2017Q1,8093,保銳,"102,260","-16,219","-3,732","-19,951","-17,026",-0.27
2017Q1,8096,擎亞,"7,058,790","64,026","-54,268","9,758","2,988",0.06
2017Q1,8097,常珵,"18,490",--,--,--,--,--
2017Q1,8099,大世科,"1,028,770","38,463","-2,512","35,951","29,787",0.45
2017Q1,8107,大億金茂,"211,790",--,--,--,--,--
2017Q1,8109,博大,"251,630","104,810","-111,391","-6,581","-6,338",-0.11
